500 249500
424 98 210
40 476 146
476 40 146
234 454 364
454 234 364
57 415 856
415 57 856
451 367 866
367 451 866
335 439 775
439 335 775
275 283 505
283 275 505
373 59 715
59 373 715
396 479 561
479 396 561
266 371 537
371 266 537
413 481 662
481 413 662
378 408 203
408 378 203
235 447 607
447 235 607
38 314 826
314 38 826
225 254 601
254 225 601
16 236 728
236 16 728
299 93 601
93 299 601
349 190 722
190 349 722
111 381 43
381 111 43
125 232 831
232 125 831
4 492 386
492 4 386
91 439 346
439 91 346
129 254 172
254 129 172
207 360 125
360 207 125
354 375 190
375 354 190
307 85 351
85 307 351
157 127 425
127 157 425
125 41 36
41 125 36
267 17 434
17 267 434
374 351 590
351 374 590
128 23 797
23 128 797
372 436 355
436 372 355
99 478 514
478 99 514
37 181 23
181 37 23
0 205 494
205 0 494
358 141 508
141 358 508
377 87 266
87 377 266
441 493 929
493 441 929
201 401 400
401 201 400
215 438 81
438 215 81
91 454 540
454 91 540
386 302 301
302 386 301
62 476 541
476 62 541
446 295 290
295 446 290
375 428 636
428 375 636
189 281 398
281 189 398
257 219 831
219 257 831
223 439 686
439 223 686
110 93 339
93 110 339
208 48 753
48 208 753
184 441 433
441 184 433
202 296 231
296 202 231
148 443 873
443 148 873
375 372 862
372 375 862
51 185 768
185 51 768
308 257 599
257 308 599
8 283 323
283 8 323
300 321 785
321 300 785
84 31 782
31 84 782
233 474 8
474 233 8
460 346 870
346 460 870
273 254 836
254 273 836
434 363 788
363 434 788
442 146 463
146 442 463
242 319 600
319 242 600
136 331 445
331 136 445
429 97 827
97 429 827
412 343 431
343 412 431
439 309 516
309 439 516
161 26 233
26 161 233
287 280 421
280 287 421
221 143 561
143 221 561
460 124 894
124 460 894
143 422 823
422 143 823
241 249 488
249 241 488
242 13 683
13 242 683
173 362 501
362 173 501
370 478 198
478 370 198
330 376 486
376 330 486
473 438 502
438 473 502
112 426 939
426 112 939
6 421 713
421 6 713
462 21 256
21 462 256
328 205 782
205 328 782
247 214 928
214 247 928
383 343 742
343 383 742
112 181 567
181 112 567
33 364 647
364 33 647
5 233 868
233 5 868
183 60 4
60 183 4
363 265 786
265 363 786
385 120 104
120 385 104
314 32 340
32 314 340
452 191 194
191 452 194
354 78 580
78 354 580
70 78 391
78 70 391
124 298 622
298 124 622
196 152 218
152 196 218
102 328 455
328 102 455
222 285 769
285 222 769
106 125 279
125 106 279
85 429 822
429 85 822
132 283 900
283 132 900
283 414 80
414 283 80
434 36 156
36 434 156
267 423 236
423 267 236
464 76 806
76 464 806
418 404 261
404 418 261
492 189 30
189 492 30
98 166 309
166 98 309
184 95 131
95 184 131
316 230 384
230 316 384
380 288 714
288 380 714
128 415 505
415 128 505
17 423 625
423 17 625
440 11 589
11 440 589
16 317 359
317 16 359
273 78 851
78 273 851
462 109 949
109 462 949
481 270 985
270 481 985
428 402 153
402 428 153
159 138 33
138 159 33
447 352 369
352 447 369
370 333 136
333 370 136
60 353 642
353 60 642
71 294 159
294 71 159
241 153 432
153 241 432
319 4 246
4 319 246
428 305 727
305 428 727
199 143 656
143 199 656
453 296 667
296 453 667
443 330 466
330 443 466
147 51 336
51 147 336
480 187 416
187 480 416
269 325 523
325 269 523
415 336 764
336 415 764
68 268 583
268 68 583
424 366 364
366 424 364
82 94 415
94 82 415
225 102 220
102 225 220
163 203 735
203 163 735
310 254 423
254 310 423
150 416 377
416 150 377
486 180 797
180 486 797
106 116 74
116 106 74
473 480 156
480 473 156
419 395 381
395 419 381
21 467 254
467 21 254
142 130 810
130 142 810
377 292 64
292 377 64
152 435 210
435 152 210
104 158 263
158 104 263
372 387 602
387 372 602
110 33 853
33 110 853
118 452 600
452 118 600
499 325 567
325 499 567
106 467 49
467 106 49
416 196 841
196 416 841
332 349 777
349 332 777
390 499 703
499 390 703
276 127 20
127 276 20
149 237 53
237 149 53
2 356 858
356 2 858
454 207 683
207 454 683
21 165 151
165 21 151
70 81 347
81 70 347
264 266 48
266 264 48
393 161 94
161 393 94
135 160 797
160 135 797
140 383 888
383 140 888
452 160 515
160 452 515
16 460 735
460 16 735
470 168 771
168 470 771
492 333 274
333 492 274
414 267 973
267 414 973
178 33 22
33 178 22
468 206 706
206 468 706
265 199 89
199 265 89
153 151 101
151 153 101
263 125 500
125 263 500
279 85 588
85 279 588
359 93 939
93 359 939
38 91 980
91 38 980
110 137 800
137 110 800
66 367 284
367 66 284
71 18 738
18 71 738
92 493 1
493 92 1
69 346 132
346 69 132
233 260 497
260 233 497
179 51 482
51 179 482
39 109 440
109 39 440
77 52 773
52 77 773
73 60 236
60 73 236
139 427 872
427 139 872
63 298 610
298 63 610
7 143 963
143 7 963
76 489 447
489 76 447
230 275 181
275 230 181
342 272 212
272 342 212
393 106 751
106 393 751
180 406 172
406 180 172
72 299 745
299 72 745
132 387 737
387 132 737
300 209 222
209 300 222
186 383 194
383 186 194
322 166 808
166 322 808
446 378 553
378 446 553
405 481 760
481 405 760
166 124 734
124 166 734
318 221 218
221 318 218
205 310 629
310 205 629
465 110 691
110 465 691
4 442 711
442 4 711
378 482 415
482 378 415
108 387 320
387 108 320
90 147 272
147 90 272
104 314 748
314 104 748
190 484 321
484 190 321
408 189 632
189 408 632
389 155 594
155 389 594
80 195 364
195 80 364
328 273 220
273 328 220
271 484 42
484 271 42
376 154 323
154 376 323
98 221 77
221 98 77
346 411 561
411 346 561
246 493 305
493 246 305
462 321 78
321 462 78
183 92 562
92 183 562
77 332 629
332 77 629
306 486 952
486 306 952
70 313 69
313 70 69
333 411 290
411 333 290
411 110 701
110 411 701
472 130 224
130 472 224
380 277 490
277 380 490
343 451 568
451 343 568
483 307 727
307 483 727
112 113 566
113 112 566
64 35 379
35 64 379
485 369 142
369 485 142
275 280 252
280 275 252
234 52 532
52 234 532
217 249 318
249 217 318
269 276 822
276 269 822
164 259 981
259 164 981
392 371 447
371 392 447
310 287 482
287 310 482
351 331 399
331 351 399
483 436 579
436 483 579
440 170 983
170 440 983
324 39 524
39 324 524
41 140 842
140 41 842
249 84 463
84 249 463
127 489 239
489 127 239
371 213 686
213 371 686
258 228 708
228 258 708
194 308 500
308 194 500
216 143 824
143 216 824
107 167 865
167 107 865
247 361 467
361 247 467
197 441 656
441 197 656
186 33 527
33 186 527
61 252 92
252 61 92
309 377 939
377 309 939
469 377 156
377 469 156
113 201 263
201 113 263
385 398 22
398 385 22
82 340 678
340 82 678
121 225 558
225 121 558
372 148 471
148 372 471
476 241 958
241 476 958
57 410 704
410 57 704
367 287 643
287 367 643
336 164 151
164 336 151
301 365 767
365 301 767
434 283 982
283 434 982
132 21 880
21 132 880
154 455 72
455 154 72
185 76 797
76 185 797
243 301 446
301 243 446
214 277 539
277 214 539
24 335 949
335 24 949
228 54 736
54 228 736
224 390 752
390 224 752
375 44 469
44 375 469
494 478 752
478 494 752
125 357 116
357 125 116
81 429 301
429 81 301
157 79 396
79 157 396
110 88 268
88 110 268
329 305 939
305 329 939
315 115 526
115 315 526
161 445 630
445 161 630
138 55 756
55 138 756
347 24 189
24 347 189
198 59 574
59 198 574
36 97 704
97 36 704
23 372 273
372 23 273
239 201 930
201 239 930
178 124 987
124 178 987
365 7 685
7 365 685
348 497 93
497 348 93
104 196 617
196 104 617
293 324 146
324 293 146
343 236 720
236 343 720
352 24 257
24 352 257
449 81 280
81 449 280
173 354 371
354 173 371
226 137 50
137 226 50
342 106 276
106 342 276
190 103 721
103 190 721
146 151 338
151 146 338
291 328 837
328 291 837
134 64 557
64 134 557
487 88 166
88 487 166
288 21 447
21 288 447
39 489 968
489 39 968
130 183 574
183 130 574
30 480 19
480 30 19
181 171 310
171 181 310
9 8 445
8 9 445
425 65 432
65 425 432
366 84 220
84 366 220
387 31 34
31 387 34
115 201 223
201 115 223
332 274 762
274 332 762
174 242 245
242 174 245
357 168 4
168 357 4
84 7 413
7 84 413
445 367 858
367 445 858
371 433 642
433 371 642
214 476 900
476 214 900
249 444 953
444 249 953
472 276 227
276 472 227
86 450 821
450 86 821
331 308 342
308 331 342
187 391 892
391 187 892
24 493 476
493 24 476
31 406 422
406 31 422
53 177 210
177 53 210
305 426 506
426 305 506
110 250 283
250 110 283
136 246 583
246 136 583
130 222 967
222 130 967
388 496 718
496 388 718
357 141 754
141 357 754
467 375 159
375 467 159
144 438 464
438 144 464
426 24 579
24 426 579
264 65 165
65 264 165
496 47 227
47 496 227
432 29 302
29 432 302
251 269 798
269 251 798
457 50 365
50 457 365
402 476 241
476 402 241
481 93 306
93 481 306
95 409 350
409 95 350
92 308 930
308 92 930
376 337 232
337 376 232
382 448 85
448 382 85
174 23 31
23 174 31
194 109 825
109 194 825
487 284 387
284 487 387
80 442 885
442 80 885
301 38 646
38 301 646
18 189 602
189 18 602
400 137 687
137 400 687
427 12 70
12 427 70
395 124 984
124 395 984
323 74 769
74 323 769
404 368 6
368 404 6
57 258 653
258 57 653
413 92 607
92 413 607
347 154 751
154 347 751
397 196 814
196 397 814
61 346 5
346 61 5
351 228 829
228 351 829
277 497 233
497 277 233
498 356 642
356 498 642
56 201 616
201 56 616
255 355 719
355 255 719
473 199 424
199 473 424
443 383 168
383 443 168
101 248 760
248 101 760
489 436 81
436 489 81
79 194 515
194 79 515
187 55 571
55 187 571
327 244 743
244 327 743
152 295 520
295 152 520
447 178 688
178 447 688
375 53 712
53 375 712
123 165 171
165 123 171
426 154 107
154 426 107
7 345 980
345 7 980
86 391 495
391 86 495
274 447 419
447 274 419
98 110 714
110 98 714
250 257 586
257 250 586
197 288 627
288 197 627
188 398 2
398 188 2
93 462 477
462 93 477
258 133 255
133 258 255
265 92 763
92 265 763
110 72 201
72 110 201
1 420 327
420 1 327
342 271 937
271 342 937
304 338 39
338 304 39
62 424 588
424 62 588
350 51 276
51 350 276
100 405 369
405 100 369
63 234 627
234 63 627
48 490 744
490 48 744
141 105 354
105 141 354
65 306 208
306 65 208
8 176 328
176 8 328
132 465 484
465 132 484
470 356 46
356 470 46
246 444 248
444 246 248
349 55 941
55 349 941
264 142 921
142 264 921
312 484 665
484 312 665
453 89 20
89 453 20
237 413 72
413 237 72
42 411 444
411 42 444
45 291 928
291 45 928
340 290 470
290 340 470
276 265 828
265 276 828
499 365 760
365 499 760
351 262 167
262 351 167
262 58 308
58 262 308
469 103 599
103 469 599
397 497 798
497 397 798
490 409 830
409 490 830
458 432 45
432 458 45
457 297 805
297 457 805
16 248 506
248 16 506
313 112 631
112 313 631
298 278 932
278 298 932
459 247 36
247 459 36
58 145 885
145 58 885
208 264 893
264 208 893
199 173 75
173 199 75
366 391 533
391 366 533
150 436 490
436 150 490
448 242 6
242 448 6
171 160 731
160 171 731
335 34 881
34 335 881
465 318 340
318 465 340
251 210 592
210 251 592
337 10 499
10 337 499
412 228 890
228 412 890
327 139 679
139 327 679
169 387 104
387 169 104
356 273 985
273 356 985
322 443 678
443 322 678
387 150 781
150 387 781
97 94 444
94 97 444
423 283 455
283 423 455
422 47 35
47 422 35
172 286 501
286 172 501
411 390 358
390 411 358
36 227 532
227 36 532
419 482 38
482 419 38
368 428 483
428 368 483
291 211 290
211 291 290
65 258 325
258 65 325
82 454 592
454 82 592
37 191 269
191 37 269
62 477 771
477 62 771
447 13 194
13 447 194
360 277 397
277 360 397
489 369 168
369 489 168
289 293 390
293 289 390
412 118 110
118 412 110
409 406 526
406 409 526
54 208 490
208 54 490
362 138 433
138 362 433
29 358 646
358 29 646
306 256 589
256 306 589
37 97 810
97 37 810
371 199 621
199 371 621
92 224 505
224 92 505
276 485 911
485 276 911
155 98 102
98 155 102
297 378 953
378 297 953
8 24 612
24 8 612
116 465 501
465 116 501
411 394 499
394 411 499
110 367 613
367 110 613
221 311 189
311 221 189
78 88 174
88 78 174
34 293 790
293 34 790
255 147 974
147 255 974
20 88 995
88 20 995
94 399 536
399 94 536
470 495 615
495 470 615
255 261 149
261 255 149
147 309 159
309 147 159
147 283 42
283 147 42
424 430 944
430 424 944
271 24 343
24 271 343
307 48 331
48 307 331
413 204 21
204 413 21
300 26 868
26 300 868
268 281 482
281 268 482
386 417 990
417 386 990
397 64 125
64 397 125
481 216 403
216 481 403
425 340 279
340 425 279
269 147 828
147 269 828
452 17 391
17 452 391
217 73 764
73 217 764
370 451 633
451 370 633
467 259 765
259 467 765
353 28 107
28 353 107
250 444 584
444 250 584
42 418 566
418 42 566
111 173 843
173 111 843
451 453 464
453 451 464
450 133 416
133 450 416
486 244 640
244 486 640
208 195 273
195 208 273
198 279 92
279 198 92
309 396 445
396 309 445
338 3 548
3 338 548
134 88 442
88 134 442
52 6 905
6 52 905
78 349 708
349 78 708
383 314 159
314 383 159
16 82 978
82 16 978
40 420 75
420 40 75
32 128 770
128 32 770
50 398 340
398 50 340
298 196 530
196 298 530
164 242 390
242 164 390
69 248 296
248 69 296
147 449 4
449 147 4
30 263 163
263 30 163
46 198 494
198 46 494
69 470 599
470 69 599
191 128 629
128 191 629
93 379 969
379 93 969
392 427 499
427 392 499
265 233 740
233 265 740
189 66 262
66 189 262
305 81 160
81 305 160
3 427 950
427 3 950
272 72 40
72 272 40
485 484 171
484 485 171
286 187 915
187 286 915
51 272 655
272 51 655
465 4 345
4 465 345
392 80 330
80 392 330
92 352 255
352 92 255
484 457 809
457 484 809
332 199 704
199 332 704
314 398 211
398 314 211
94 436 449
436 94 449
410 66 806
66 410 806
154 146 136
146 154 136
247 499 743
499 247 743
231 308 552
308 231 552
53 250 885
250 53 885
1 135 674
135 1 674
247 449 424
449 247 424
408 320 666
320 408 666
475 478 821
478 475 821
121 467 568
467 121 568
151 281 263
281 151 263
57 383 148
383 57 148
162 41 388
41 162 388
446 42 23
42 446 23
120 141 825
141 120 825
397 451 297
451 397 297
120 207 205
207 120 205
293 226 180
226 293 180
271 47 154
47 271 154
238 467 626
467 238 626
259 212 27
212 259 27
41 36 600
36 41 600
487 78 976
78 487 976
329 83 655
83 329 655
122 309 188
309 122 188
246 208 342
208 246 342
484 27 968
27 484 968
80 349 877
349 80 877
41 490 570
490 41 570
261 143 279
143 261 279
136 445 608
445 136 608
83 380 288
380 83 288
130 165 967
165 130 967
451 303 817
303 451 817
66 316 68
316 66 68
80 74 109
74 80 109
422 496 722
496 422 722
314 319 662
319 314 662
103 0 603
0 103 603
85 17 922
17 85 922
388 320 739
320 388 739
285 229 891
229 285 891
323 28 258
28 323 258
97 25 980
25 97 980
14 300 190
300 14 190
207 487 145
487 207 145
83 225 364
225 83 364
222 241 824
241 222 824
224 379 737
379 224 737
249 211 751
211 249 751
401 253 331
253 401 331
290 226 874
226 290 874
371 57 155
57 371 155
454 134 519
134 454 519
278 31 975
31 278 975
217 197 571
197 217 571
412 318 712
318 412 712
136 49 449
49 136 449
365 384 133
384 365 133
482 8 482
8 482 482
391 15 936
15 391 936
25 387 714
387 25 714
87 15 431
15 87 431
284 86 696
86 284 696
452 274 967
274 452 967
357 117 185
117 357 185
232 341 186
341 232 186
476 208 122
208 476 122
1 95 189
95 1 189
410 310 776
310 410 776
413 364 789
364 413 789
219 14 474
14 219 474
75 318 100
318 75 100
217 431 269
431 217 269
473 51 605
51 473 605
322 291 923
291 322 923
433 158 83
158 433 83
299 484 10
484 299 10
118 84 257
84 118 257
145 301 688
301 145 688
414 120 452
120 414 452
387 171 409
171 387 409
75 32 932
32 75 932
336 354 575
354 336 575
496 127 521
127 496 521
429 285 957
285 429 957
81 269 967
269 81 967
224 196 6
196 224 6
265 111 126
111 265 126
150 479 101
479 150 101
201 54 133
54 201 133
485 242 339
242 485 339
412 353 145
353 412 145
18 190 766
190 18 766
174 241 519
241 174 519
136 334 874
334 136 874
206 184 376
184 206 376
429 443 770
443 429 770
414 185 110
185 414 110
107 439 518
439 107 518
396 428 413
428 396 413
267 299 512
299 267 512
404 133 738
133 404 738
114 499 307
499 114 307
77 309 627
309 77 627
17 146 779
146 17 779
387 272 909
272 387 909
24 225 15
225 24 15
196 121 943
121 196 943
461 388 594
388 461 594
254 100 678
100 254 678
253 407 222
407 253 222
383 174 376
174 383 376
375 3 431
3 375 431
499 264 955
264 499 955
224 279 151
279 224 151
345 74 464
74 345 464
289 230 247
230 289 247
348 384 90
384 348 90
68 286 899
286 68 899
475 464 244
464 475 244
172 38 60
38 172 60
257 207 350
207 257 350
487 306 555
306 487 555
324 6 439
6 324 439
266 466 897
466 266 897
239 67 287
67 239 287
156 275 539
275 156 539
438 260 507
260 438 507
115 164 547
164 115 547
34 480 421
480 34 421
213 476 305
476 213 305
110 232 919
232 110 919
201 299 207
299 201 207
357 426 98
426 357 98
433 340 537
340 433 537
302 92 385
92 302 385
318 139 59
139 318 59
388 133 148
133 388 148
307 335 300
335 307 300
366 44 726
44 366 726
418 354 376
354 418 376
498 272 452
272 498 452
236 90 443
90 236 443
147 275 469
275 147 469
39 85 557
85 39 557
473 10 741
10 473 741
474 170 76
170 474 76
205 303 623
303 205 623
59 179 592
179 59 592
420 29 364
29 420 364
455 168 413
168 455 413
82 137 804
137 82 804
167 46 427
46 167 427
275 371 289
371 275 289
16 197 311
197 16 311
445 323 700
323 445 700
418 28 905
28 418 905
221 3 817
3 221 817
252 95 89
95 252 89
165 399 119
399 165 119
333 312 201
312 333 201
220 368 395
368 220 395
347 92 685
92 347 685
215 289 348
289 215 348
160 113 48
113 160 48
144 475 755
475 144 755
91 416 889
416 91 889
403 81 288
81 403 288
22 267 100
267 22 100
75 89 68
89 75 68
316 346 902
346 316 902
353 62 543
62 353 543
201 74 508
74 201 508
102 5 149
5 102 149
260 8 145
8 260 145
89 3 505
3 89 505
492 436 793
436 492 793
367 203 245
203 367 245
294 293 665
293 294 665
481 140 857
140 481 857
334 202 752
202 334 752
388 129 261
129 388 261
490 486 762
486 490 762
102 346 260
346 102 260
189 462 349
462 189 349
193 480 112
480 193 112
209 207 829
207 209 829
284 208 141
208 284 141
493 395 196
395 493 196
325 6 625
6 325 625
163 121 727
121 163 727
9 381 916
381 9 916
472 230 460
230 472 460
291 275 440
275 291 440
256 188 976
188 256 976
465 395 805
395 465 805
192 248 941
248 192 941
401 241 934
241 401 934
180 431 614
431 180 614
38 408 777
408 38 777
159 135 139
135 159 139
40 403 611
403 40 611
122 363 754
363 122 754
398 155 362
155 398 362
86 132 328
132 86 328
333 289 372
289 333 372
273 174 165
174 273 165
197 204 578
204 197 578
88 464 708
464 88 708
247 99 847
99 247 847
310 114 217
114 310 217
225 279 950
279 225 950
357 107 135
107 357 135
68 229 605
229 68 605
378 59 444
59 378 444
197 132 351
132 197 351
396 124 205
124 396 205
275 123 103
123 275 103
0 402 405
402 0 405
209 361 893
361 209 893
207 192 961
192 207 961
289 149 908
149 289 908
36 28 467
28 36 467
66 358 849
358 66 849
269 255 973
255 269 973
475 313 63
313 475 63
18 454 690
454 18 690
424 15 51
15 424 51
391 251 125
251 391 125
210 84 292
84 210 292
19 449 859
449 19 859
378 150 128
150 378 128
455 298 890
298 455 890
409 235 409
235 409 409
363 277 333
277 363 333
2 305 277
305 2 277
484 168 374
168 484 374
0 86 504
86 0 504
292 105 805
